story_id,dimension_value,precision,recall,fpr,f1
0,10,0.47246376811594204,1.0,0.08379373848987108,0.6417322834645669
0,50,0.6833333333333333,0.754601226993865,0.026243093922651933,0.7172011661807581
0,100,0.6833333333333333,0.754601226993865,0.026243093922651933,0.7172011661807581
0,500,0.5046439628482973,1.0,0.07366482504604052,0.6707818930041153
0,1000,0.5046439628482973,1.0,0.07366482504604052,0.6707818930041153
0,1500,0.5046439628482973,1.0,0.07366482504604052,0.6707818930041153
0,2000,0.5046439628482973,1.0,0.07366482504604052,0.6707818930041153
1,10,0.9574468085106383,0.9183673469387755,0.0010995052226498076,0.9375000000000001
1,50,0.9574468085106383,0.9183673469387755,0.0010995052226498076,0.9375000000000001
1,100,0.9574468085106383,0.9183673469387755,0.0010995052226498076,0.9375000000000001
1,500,0.9574468085106383,0.9183673469387755,0.0010995052226498076,0.9375000000000001
1,1000,0.9574468085106383,0.9183673469387755,0.0010995052226498076,0.9375000000000001
1,1500,0.9574468085106383,0.9183673469387755,0.0010995052226498076,0.9375000000000001
1,2000,0.9574468085106383,0.9183673469387755,0.0010995052226498076,0.9375000000000001
2,10,1.0,0.9175257731958762,0.0,0.956989247311828
2,50,1.0,0.9175257731958762,0.0,0.956989247311828
2,100,1.0,0.9175257731958762,0.0,0.956989247311828
2,500,1.0,0.4845360824742268,0.0,0.6527777777777778
2,1000,1.0,0.9175257731958762,0.0,0.956989247311828
2,1500,1.0,0.9175257731958762,0.0,0.956989247311828
2,2000,1.0,0.9175257731958762,0.0,0.956989247311828
3,10,0.9791666666666666,0.4964788732394366,0.001348314606741573,0.6588785046728972
3,50,0.981651376146789,0.7561837455830389,0.0017977528089887641,0.8542914171656686
3,100,0.981651376146789,0.7561837455830389,0.0017977528089887641,0.8542914171656686
3,500,0.981651376146789,0.7561837455830389,0.0017977528089887641,0.8542914171656686
3,1000,0.981651376146789,0.7561837455830389,0.0017977528089887641,0.8542914171656686
3,1500,0.981651376146789,0.7561837455830389,0.0017977528089887641,0.8542914171656686
3,2000,0.981651376146789,0.7561837455830389,0.0017977528089887641,0.8542914171656686
4,10,1.0,0.711864406779661,0.0,0.8316831683168318
4,50,1.0,0.711864406779661,0.0,0.8316831683168318
4,100,0.6375,0.864406779661017,0.011822258459029759,0.7338129496402878
4,500,1.0,0.711864406779661,0.0,0.8316831683168318
4,1000,1.0,0.711864406779661,0.0,0.8316831683168318
4,1500,1.0,0.711864406779661,0.0,0.8316831683168318
4,2000,1.0,0.711864406779661,0.0,0.8316831683168318
5,10,1.0,0.6559633027522935,0.0,0.7922437673130194
5,50,1.0,0.6559633027522935,0.0,0.7922437673130194
5,100,1.0,0.6559633027522935,0.0,0.7922437673130194
5,500,0.9559471365638766,0.9954128440366973,0.007633587786259542,0.9752808988764046
5,1000,0.9559471365638766,0.9954128440366973,0.007633587786259542,0.9752808988764046
5,1500,0.9559471365638766,0.9954128440366973,0.007633587786259542,0.9752808988764046
5,2000,0.9559471365638766,0.9954128440366973,0.007633587786259542,0.9752808988764046
8,10,0.9555555555555556,0.9148936170212766,0.0006978367062107466,0.9347826086956522
8,50,0.9555555555555556,0.9148936170212766,0.0006978367062107466,0.9347826086956522
8,100,0.9555555555555556,0.9148936170212766,0.0006978367062107466,0.9347826086956522
8,500,0.9555555555555556,0.9148936170212766,0.0006978367062107466,0.9347826086956522
8,1000,0.9555555555555556,0.9148936170212766,0.0006978367062107466,0.9347826086956522
8,1500,0.9555555555555556,0.9148936170212766,0.0006978367062107466,0.9347826086956522
8,2000,0.9555555555555556,0.9148936170212766,0.0006978367062107466,0.9347826086956522
9,10,1.0,0.5930232558139535,0.0,0.7445255474452555
9,50,1.0,0.5930232558139535,0.0,0.7445255474452555
9,100,1.0,0.5930232558139535,0.0,0.7445255474452555
9,500,1.0,0.5930232558139535,0.0,0.7445255474452555
9,1000,1.0,0.5930232558139535,0.0,0.7445255474452555
9,1500,1.0,0.5930232558139535,0.0,0.7445255474452555
9,2000,1.0,0.5930232558139535,0.0,0.7445255474452555
11,10,1.0,0.5051546391752577,0.0,0.6712328767123288
11,50,0.9883720930232558,0.8854166666666666,0.0005277044854881266,0.9340659340659341
11,100,0.9883720930232558,0.8854166666666666,0.0005277044854881266,0.9340659340659341
11,500,0.9883720930232558,0.8854166666666666,0.0005277044854881266,0.9340659340659341
11,1000,0.9883720930232558,0.8854166666666666,0.0005277044854881266,0.9340659340659341
11,1500,0.9883720930232558,0.8854166666666666,0.0005277044854881266,0.9340659340659341
11,2000,0.9883720930232558,0.8854166666666666,0.0005277044854881266,0.9340659340659341
16,10,0.9253731343283582,0.5391304347826087,0.006369426751592357,0.6813186813186813
16,50,0.9253731343283582,0.5391304347826087,0.006369426751592357,0.6813186813186813
16,100,0.9253731343283582,0.5391304347826087,0.006369426751592357,0.6813186813186813
16,500,0.9253731343283582,0.5391304347826087,0.006369426751592357,0.6813186813186813
16,1000,0.9253731343283582,0.5391304347826087,0.006369426751592357,0.6813186813186813
16,1500,0.9253731343283582,0.5391304347826087,0.006369426751592357,0.6813186813186813
16,2000,0.9253731343283582,0.5391304347826087,0.006369426751592357,0.6813186813186813
17,10,0.9463414634146341,0.97,0.006462984723854289,0.9580246913580247
17,50,0.9444444444444444,0.6699507389162561,0.004700352526439483,0.7838616714697406
17,100,0.9444444444444444,0.6699507389162561,0.004700352526439483,0.7838616714697406
17,500,0.9444444444444444,0.6699507389162561,0.004700352526439483,0.7838616714697406
17,1000,0.9444444444444444,0.6699507389162561,0.004700352526439483,0.7838616714697406
17,1500,0.9444444444444444,0.6699507389162561,0.004700352526439483,0.7838616714697406
17,2000,0.9444444444444444,0.6699507389162561,0.004700352526439483,0.7838616714697406
19,10,1.0,0.46808510638297873,0.0,0.6376811594202899
19,50,1.0,0.46808510638297873,0.0,0.6376811594202899
19,100,1.0,0.46808510638297873,0.0,0.6376811594202899
19,500,1.0,0.46808510638297873,0.0,0.6376811594202899
19,1000,1.0,0.46808510638297873,0.0,0.6376811594202899
19,1500,1.0,0.46808510638297873,0.0,0.6376811594202899
19,2000,1.0,0.46808510638297873,0.0,0.6376811594202899
